doi,title,is_oa,oa_url,stage1_included,techniques,already_extracted,extractability_tier,rationale
10.1080/03637759909376482,Guilt and expected guilt in the door‐in‐the‐face technique,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1006/obhd.1999.2841,"Anchoring, Activation, and the Construction of Values",False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1006 not in observed-publisher table
10.1006/jesp.1998.1364,Hypothesis-Consistent Testing and Semantic Priming in the Anchoring Paradigm: A Selective Accessibility Model,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1006 not in observed-publisher table
10.1111/j.1559-1816.1999.tb01382.x,When Manipulation Backfires: The Effects of Time Delay and Requester on the Foot‐in‐the‐Door Technique,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1037//0278-6133.18.2.189,Message framing and sunscreen use: Gain-framed messages motivate beach-goers.,False,,True,gain-framing,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1207/s15324834basp2103_7,The Effects of Initial Request Size on Compliance: More About the That's-Not-All Technique,False,,True,tna,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1177/01461672982411002,Mindfulness Limits Compliance with the That's-Not-AU Technique,False,,True,tna,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1111/j.1468-2958.1997.tb00587.x,A Guilt-Based Explanation of the Door-in-the-Face Influence Strategy,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1080/00224549709595416,The Use of Metacommunication in Compliance: Door-in-the-Face and Single-Request Strategies,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1037/0022-3514.73.3.437,Explaining the enigmatic anchoring effect: Mechanisms of selective accessibility.,False,,True,extreme-anchor,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1006/obhd.1997.2734,Positive Affect Facilitates Integration of Information and Decreases Anchoring in Reasoning among Physicians,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1006 not in observed-publisher table
10.31390/gradschool_disstheses.6250,Contextual Influences on Consumer Perceptions of Tensile Price Claims in Retail Advertisements.,True,https://repository.lsu.edu/cgi/viewcontent.cgi?article=7249&context=gradschool_disstheses,True,anchor-with-range,False,UNKNOWN,DOI prefix 10.31390 not in observed-publisher table
10.1037//0096-3445.125.4.387,A new look at anchoring effects: Basic anchoring and its antecedents.,False,,True,extreme-anchor,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037/0096-3445.125.4.387,A new look at anchoring effects: Basic anchoring and its antecedents.,False,,True,extreme-anchor,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1002/(sici)1099-0992(199603)26:2<315::aid-ejsp759>3.0.co;2-z,Gain–loss-frame in outcome-interdependence: does it influence equality or equity considerations?,False,,True,loss-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1177/0148558x9601100102,The Effects of Lowballing on Audit Quality: An Experimental Markets Study,False,,True,lowball,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/01461672952111004,Measures of Anchoring in Estimation Tasks,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1207/s15327027hc0701_4,Foot-in-the-Door and Cancer Prevention,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1037/0022-3514.69.1.91,Does self-perception change explain the foot-in-the-door effect?,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037/0022-3514.69.2.318,Preference for consistency: The development of a valid measure and the discovery of surprising behavioral implications.,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/14792779443000021,Outcome Frames in Bilateral Negotiation: Resistance to Concession Making and Frame Adoption,True,https://pure.uva.nl/ws/files/2281459/25805_outcomeframes.pdf,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/009365094021002001,Encouraging Charitable Contributions,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1002/bdm.3960070402,The limits of anchoring,False,,True,extreme-anchor,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1080/00224545.1994.9710878,Effects of Public Image Concerns and Self-image on Compliance,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10570319409374490,Encouraging donations to charity: A field study of competing and complementary factors in tactic sequencing,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1002/ejsp.2420240407,Effects of gain—loss frames on satisfaction with self–other outcome‐differences,True,https://pure.uva.nl/ws/files/1792117/25804_effects_satisfaction.pdf,True,gain-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1111/j.1911-3846.1994.tb00440.x,A Multiperiod Model and Experimental Evidence of Independence and “Lowballing”*,False,,True,lowball,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1016/0167-4870(94)90007-8,Scarcity and preference: An experiment on unavailability and product evaluation,True,https://research.tilburguniversity.edu/en/publications/1d27a578-6037-4733-91fb-5daf5dac07c3,True,scarcity,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1080/08824099309359921,Getting a foot in the door with drinking and driving: A field study of healthy influence,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1016/0749-5978(92)90015-y,"Reference points, anchors, norms, and mixed feelings",False,,True,extreme-anchor,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1207/s15324834basp1301_3,Product Scarcity by Need for Uniqueness Interaction: A Consumer Catch-22 Carousel?,False,,True,scarcity,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1207/s15327027hc0301_4,Inducing Health Care Voluntarism Through Sequential Requests: Perceptions of Effort and Novelty,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1177/0146167291173007,Meta-Analytic Contributions to the Literature on Prosocial Behavior,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1111/j.1468-2958.1990.tb00218.x,Self-Inference and the Foot-in-the-Door Technique Quantity of Behavior and Attitudinal Mediation,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1111/j.1559-1816.1990.tb00426.x,"Effects of Contract Framing, Motivation to Quit, and Self‐Efficacy on Smoking Reduction<sup>1</sup>",False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1207/s15324834basp1002_5,Impact of Source Strength on Two Compliance Techniques,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1177/0022022189201001,A Cross-Cultural Investigation of the Foot-in-the-Door Compliance Induction Procedure,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/016502548901200305,Consistency-based Compliance in Children: When and Why Do Consistency Procedures Have Immediate Effects?,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/00224545.1988.9713772,Effects of Compliance Techniques on Spontaneous and Asked-For Helping,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/00224545.1988.9711367,Compliance as a Function of Elapsed Time Between First and Second Requests,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.2466/pr0.1988.62.1.31,A New Application of the Foot-in-the-Door Technique: Friend or Stranger?,False,,True,fitd,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.1093/her/3.2.161,Compliance to health recommendations: a theoretical overview of message framing,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1093 not in observed-publisher table
10.1016/0749-5978(87)90046-x,"Experts, amateurs, and real estate: An anchoring-and-adjustment perspective on property pricing decisions",False,,True,extreme-anchor,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1037/0022-3514.52.6.1174,Consistency-based compliance: When and why do children become vulnerable?,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/00223980.1987.9915505,"Mediating Effects of Material Payment, Social Reinforcement, and Familiarity on Foot-in-the-Door Phenomena in Thailand",False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1037//0022-3514.52.6.1174,Consistency-based compliance: when and why do children become vulnerable?,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1086/209045,An Anchoring and Adjustment Model of Spousal Predictions,False,,True,extreme-anchor,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1002/mar.4220030204,The influence of ‘low‐balling’ on buyers' compliance: Revisited,False,,True,lowball,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1080/00224545.1985.9922866,"Interpersonal Touch, Social Labeling, and the Foot-in-the-Door Effect",False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1046/j.1537-2995.1984.24585017828.x,A comparison of two behavioral influence techniques for improving blood donor recruitment,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1046 not in observed-publisher table
10.1080/00224545.1984.9924508,Norms of Social Conduct and the Foot-In-The-Door,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/00224545.1983.9924438,Increasing Altruistic Behavior by Using Compliance Techniques,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1016/0022-1031(83)90022-7,"The freezing and unfreezing of lay-inferences: Effects on impressional primacy, ethnic stereotyping, and numerical ancho",False,,True,extreme-anchor,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1177/0146167283092002,Fifteen Years of Foot-in-the Door Research,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/0146167283093015,The Foot-in-the-Door Paradigm,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/002224378302000105,A Quantitative Review of Research Design Effects on Response Rates to Questionnaires,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/00224545.1982.9713402,Social Labeling and the Foot-in-the-Door Effect,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1521/soco.1982.1.2.110,"Social Reinforcement, Self-Attribution, and the Foot-in-the-Door Phenomenon",False,,True,fitd,False,UNKNOWN,DOI prefix 10.1521 not in observed-publisher table
10.3758/bf03334809,The effects of contrast upon compliance with socially undesirable requests in the foot-in-the-door paradigm,True,https://link.springer.com/content/pdf/10.3758%2FBF03334809.pdf,True,fitd,False,UNKNOWN,DOI prefix 10.3758 not in observed-publisher table
10.1080/00224545.1982.9922806,Anxiety and the Foot-in-the Door Technique,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/00224545.1981.9922752,Inducing Compliance by a Two-Door-in-the-Face Procedure and a Self-Determination Request,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/00224545.1981.9922728,Compliance as Affected by Task Difficulty and Order of Tasks,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/002224378101800410,"Effects of Foot-in-the-Door, Cash Incentives, and Followups on Survey Response",False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.2307/3151342,"Effects of Foot-in-the-Door, Cash Incentives, and Followups on Survey Response",False,,True,fitd,False,UNKNOWN,DOI prefix 10.2307 not in observed-publisher table
10.1177/014616728173010,Consensus Information and the Foot-in-the-Door-Effect,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/014616728174028,Another Look at the Milgram Obedience Studies,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/00224545.1981.9922755,Compliance Employing a Two-Feet-in-the-Door Procedure,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/014616728173011,Changes in Helping Behavior,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1037//0022-3514.40.3.492,The low-ball compliance technique: Task or person commitment?,False,,True,lowball,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1177/002224378001700210,On Implementing the Door-in-the-Face Compliance Technique in a Business Context,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.2307/3150936,On Implementing the Door-in-the-Face Compliance Technique in a Business Context,False,,True,ditf,False,UNKNOWN,DOI prefix 10.2307 not in observed-publisher table
10.3758/bf03334470,The effects of delay upon compliance with socially undesirable requests in the door-in-the-face paradigm,True,https://link.springer.com/content/pdf/10.3758/BF03334470.pdf,True,ditf,False,UNKNOWN,DOI prefix 10.3758 not in observed-publisher table
10.1177/014616728063006,Faculty Helpfulness to Students,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/002224378001700309,Testing the Effectiveness of Alternative Foot-in-the-Door Manipulations,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.2307/3150534,Testing the Effectiveness of Alternative Foot-in-the-Door Manipulations,False,,True,fitd,False,UNKNOWN,DOI prefix 10.2307 not in observed-publisher table
10.1177/014616728063018,The Experimenter's Foot-in-the-Door,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/002224378001700408,More on Self-Perception Theory's Foot Technique in the Pre-Call/Mail Survey Setting,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/014616727900500117,Self-Presentation and the Door-in-the-Face Technique for Inducing Compliance,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1111/j.1559-1816.1979.tb00817.x,The Applicability of the Door‐in‐the Face Technique when Established Behavioral Customs Exist,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1037/0022-3514.37.12.2221,An examination of self-perception mediation of the foot-in-the-door effect.,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037/0022-3514.37.4.580,Blood donation and the foot-in-the-door technique: A limiting case.,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1111/j.1559-1816.1979.tb02712.x,Undermining Effects of the Foot‐in‐the‐Door Technique with Extrinsic Rewards,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1037//0022-3514.37.12.2221,An examination of self-perception mediation of the foot-in-the-door effect.,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/00223980.1979.9915074,Influence of Low-Balling on Buyers' Compliance,False,,True,lowball,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1002/ejsp.2420080113,The door in the face technique: Effects of the size of the initial request,False,,True,ditf,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.2466/pr0.1978.43.3.887,"Compliance as a Function of Prior Compliance, Familiarization, Effort and Benefits: The Foot-in-the-Door Technique Exten",False,,True,fitd,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.1037//0022-3514.36.5.463,Low-ball procedure for producing compliance: Commitment then cost.,False,,True,lowball,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1086/208691,Modifying Socially-Conscious Behavior: The Foot-in-the-Door Technique,False,,True,fitd,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1177/002224377701400312,"Compliance with an Interview Request: A Foot-in-the-Door, Self-Perception Interpretation",False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.2307/3150775,"Compliance with an Interview Request: A Foot-in-the-Door, Self-Perception Interpretation",False,,True,fitd,False,UNKNOWN,DOI prefix 10.2307 not in observed-publisher table
10.1177/014616727700300421,Effect of Payment for Initial Compliance: Unanswered Questions about the Foot-in-the-Door Phenomenon,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1037/0022-3514.33.5.517,Relationship between compliance in the foot-in-the-door paradigm and size of first request.,False,,True,fitd,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037//0022-3514.32.2.222,"Effects of fear appeals and physiological arousal upon emotion, attitudes, and cigarette smoking.",False,,True,labeling,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1016/s0022-1031(75)80025-4,Disclosing oneself to a stranger: Reciprocity and its limits,False,,True,reciprocity,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1016/0022-1031(74)90053-5,Compliance without pressure: Some further data on the foot-in-the-door technique,False,,True,fitd,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.2466/pr0.1974.34.1.35,Does a “Foot-in-the-Door” Get You in or out?,False,,True,fitd,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.2139/ssrn.6152327,A Foot in the Door: Seller Preferences for Surcharges,True,https://doi.org/10.2139/ssrn.6152327,True,fitd,False,UNKNOWN,DOI prefix 10.2139 not in observed-publisher table
10.2196/preprints.47679,Effects of Gain-and-Loss framing Human Papillomavirus Vaccine Messages and Issue Involvement on Behavioral and Electroph,True,https://doi.org/10.2196/preprints.47679,True,gain-framing,False,UNKNOWN,DOI prefix 10.2196 not in observed-publisher table
10.5204/thesis.eprints.230505,How regulatory focus-mode fit impacts variety-seeking,True,https://eprints.qut.edu.au/230505/1/Thi%20Minh%20Thuy_Pham_Thesis.pdf,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.5204 not in observed-publisher table
10.2139/ssrn.6314098,When Should We Offer a Discount? Randomized Discount Timing with Strategic Customers,True,https://doi.org/10.2139/ssrn.6314098,True,silence,False,UNKNOWN,DOI prefix 10.2139 not in observed-publisher table
